cpse_1,material_code_1,material_description_1,cpse_2,material_code_2,material_description_2,category,semantic_score,attribute_score,lexical_score,hybrid_score,confidence,conflicts,explanation,same_benchmark_group
ONGC,ONG4401,EPDM Rubber Gasket Size 50 NB,SAIL,STL5002,Spiral Wound Gasket DN100,Gasket,0.3237,0.0,0.4545,0.07999999821186066,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.324, Attribute=0.000, Lexical=0.455. Potential difference: material, size, grade/specification.",False
NTPC,NTP8801,50 NB EPDM Gasket,SAIL,STL5002,Spiral Wound Gasket DN100,Gasket,0.3237,0.0,0.4545,0.07999999821186066,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.324, Attribute=0.000, Lexical=0.455. Potential difference: material, size, grade/specification.",False
BHEL,BHL1014,EPDM Rubber Gasket 50 NB,SAIL,STL5002,Spiral Wound Gasket DN100,Gasket,0.3279,0.0,0.411,0.07559999823570251,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.328, Attribute=0.000, Lexical=0.411. Potential difference: material, size, grade/specification.",False
SAIL,STL5001,EPDM GASKET 50NB,NTPC,NTP8802,100 NB Spiral Wound Graphite Gasket,Gasket,0.31,0.0,0.425,0.06870000064373016,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.310, Attribute=0.000, Lexical=0.425. Potential difference: material, size, grade/specification.",False
BHEL,BHL1014,EPDM Rubber Gasket 50 NB,NTPC,NTP8802,100 NB Spiral Wound Graphite Gasket,Gasket,0.31,0.0,0.425,0.06870000064373016,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.310, Attribute=0.000, Lexical=0.425. Potential difference: material, size, grade/specification.",False
BHEL,BHL1014,EPDM Rubber Gasket 50 NB,ONGC,ONG4402,Spiral Wound Gasket 100 NB Graphite,Gasket,0.31,0.0,0.425,0.06870000064373016,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.310, Attribute=0.000, Lexical=0.425. Potential difference: material, size, grade/specification.",False
SAIL,STL5001,EPDM GASKET 50NB,ONGC,ONG4402,Spiral Wound Gasket 100 NB Graphite,Gasket,0.31,0.0,0.425,0.06870000064373016,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.310, Attribute=0.000, Lexical=0.425. Potential difference: material, size, grade/specification.",False
SAIL,STL5001,EPDM GASKET 50NB,BHEL,BHL1015,Spiral Wound Gasket 100 NB,Gasket,0.3125,0.0,0.4146,0.06840000301599503,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.312, Attribute=0.000, Lexical=0.415. Potential difference: material, size, grade/specification.",False
NTPC,NTP8801,50 NB EPDM Gasket,ONGC,ONG4402,Spiral Wound Gasket 100 NB Graphite,Gasket,0.3021,0.0,0.411,0.06270000338554382,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.302, Attribute=0.000, Lexical=0.411. Potential difference: material, size, grade/specification.",False
ONGC,ONG4401,EPDM Rubber Gasket Size 50 NB,NTPC,NTP8802,100 NB Spiral Wound Graphite Gasket,Gasket,0.3021,0.0,0.411,0.06270000338554382,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.302, Attribute=0.000, Lexical=0.411. Potential difference: material, size, grade/specification.",False
ONGC,ONG4401,EPDM Rubber Gasket Size 50 NB,BHEL,BHL1015,Spiral Wound Gasket 100 NB,Gasket,0.3023,0.0,0.4,0.06120000034570694,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.302, Attribute=0.000, Lexical=0.400. Potential difference: material, size, grade/specification.",False
NTPC,NTP8801,50 NB EPDM Gasket,BHEL,BHL1015,Spiral Wound Gasket 100 NB,Gasket,0.3023,0.0,0.4,0.06120000034570694,LOW CONFIDENCE,"material, size, grade/specification","Semantic=0.302, Attribute=0.000, Lexical=0.400. Potential difference: material, size, grade/specification.",False
